STATE,DISTRICT,YEAR,Infanticid,Other murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total,CRIME_GROUP,SOURCE_FILE,SOURCE_ROW_ID,SOURCE_RECORD_ID,DUPLICATE_KEY_FLAG,DATA_QUALITY_FLAG,UNIT_NAME,UNIT_TYPE,SOURCE_QUALITY_STATUS
Maharashtra,AHMEDNAGAR,2013,0,6,59,30,1,3,0,0,0,0,0,60,159,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,410,03_District_wise_crimes_committed_against_children_2013.csv::410,False,UNIQUE,AHMEDNAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,AKOLA,2013,0,3,29,24,0,0,12,0,0,0,0,63,131,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,411,03_District_wise_crimes_committed_against_children_2013.csv::411,False,UNIQUE,AKOLA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,AMRAVATI COMMR.,2013,0,2,14,22,0,1,0,0,0,0,0,64,103,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,412,03_District_wise_crimes_committed_against_children_2013.csv::412,False,UNIQUE,AMRAVATI COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,AURANGABAD COMMR.,2013,0,4,6,39,1,0,4,0,0,0,2,36,92,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,414,03_District_wise_crimes_committed_against_children_2013.csv::414,False,UNIQUE,AURANGABAD COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,BEED,2013,0,12,37,23,0,1,6,1,0,0,2,63,145,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,416,03_District_wise_crimes_committed_against_children_2013.csv::416,False,UNIQUE,BEED,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,BHANDARA,2013,1,3,19,18,0,2,1,0,0,0,0,43,87,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,417,03_District_wise_crimes_committed_against_children_2013.csv::417,False,UNIQUE,BHANDARA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,BULDHANA,2013,0,6,33,19,0,0,4,0,0,0,1,59,122,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,418,03_District_wise_crimes_committed_against_children_2013.csv::418,False,UNIQUE,BULDHANA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,CHANDRAPUR,2013,0,4,52,33,2,2,3,0,0,0,0,93,189,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,419,03_District_wise_crimes_committed_against_children_2013.csv::419,False,UNIQUE,CHANDRAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,DHULE,2013,0,2,21,13,0,1,9,10,0,0,0,0,56,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,420,03_District_wise_crimes_committed_against_children_2013.csv::420,False,UNIQUE,DHULE,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,GADCHIROLI,2013,0,1,17,3,0,0,0,0,0,0,0,29,50,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,421,03_District_wise_crimes_committed_against_children_2013.csv::421,False,UNIQUE,GADCHIROLI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,GONDIA,2013,0,2,23,9,0,0,0,0,0,0,0,32,66,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,422,03_District_wise_crimes_committed_against_children_2013.csv::422,False,UNIQUE,GONDIA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,HINGOLI,2013,0,1,7,6,0,0,4,0,0,0,0,0,18,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,423,03_District_wise_crimes_committed_against_children_2013.csv::423,False,UNIQUE,HINGOLI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,JALGAON,2013,0,9,23,34,0,1,9,3,0,0,4,54,137,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,424,03_District_wise_crimes_committed_against_children_2013.csv::424,False,UNIQUE,JALGAON,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,JALNA,2013,0,3,4,2,0,0,6,0,0,0,0,5,20,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,425,03_District_wise_crimes_committed_against_children_2013.csv::425,False,UNIQUE,JALNA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,KOLHAPUR,2013,0,10,41,40,0,0,2,0,0,0,0,17,110,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,426,03_District_wise_crimes_committed_against_children_2013.csv::426,False,UNIQUE,KOLHAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,LATUR,2013,0,4,7,2,0,0,0,0,0,0,0,25,38,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,427,03_District_wise_crimes_committed_against_children_2013.csv::427,False,UNIQUE,LATUR,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,MUMBAI COMMR.,2013,2,7,221,279,9,2,26,2,0,2,0,352,902,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,428,03_District_wise_crimes_committed_against_children_2013.csv::428,False,UNIQUE,MUMBAI COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,MUMBAI RLY.,2013,0,0,4,6,0,1,6,0,0,0,0,4,21,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,429,03_District_wise_crimes_committed_against_children_2013.csv::429,False,UNIQUE,MUMBAI RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NAGPUR COMMR.,2013,1,4,54,101,0,2,6,0,0,0,1,187,356,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,430,03_District_wise_crimes_committed_against_children_2013.csv::430,False,UNIQUE,NAGPUR COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NAGPUR RLY.,2013,0,0,1,3,0,0,23,0,0,0,0,0,27,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,431,03_District_wise_crimes_committed_against_children_2013.csv::431,False,UNIQUE,NAGPUR RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NANDED,2013,0,4,22,25,1,0,22,0,0,0,0,45,119,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,433,03_District_wise_crimes_committed_against_children_2013.csv::433,False,UNIQUE,NANDED,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NANDURBAR,2013,0,1,10,8,0,0,3,0,0,0,0,14,36,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,434,03_District_wise_crimes_committed_against_children_2013.csv::434,False,UNIQUE,NANDURBAR,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NASIK COMMR.,2013,0,1,8,26,0,1,5,0,0,0,0,31,72,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,435,03_District_wise_crimes_committed_against_children_2013.csv::435,False,UNIQUE,NASIK COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NAVI MUMBAI,2013,1,7,33,63,0,2,5,0,0,0,0,69,180,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,437,03_District_wise_crimes_committed_against_children_2013.csv::437,False,UNIQUE,NAVI MUMBAI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,OSMANABAD,2013,0,0,23,28,0,3,3,0,0,0,0,34,91,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,438,03_District_wise_crimes_committed_against_children_2013.csv::438,False,UNIQUE,OSMANABAD,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,PARBHANI,2013,0,4,16,38,0,0,5,0,0,0,0,20,83,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,439,03_District_wise_crimes_committed_against_children_2013.csv::439,False,UNIQUE,PARBHANI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,PUNE COMMR.,2013,0,6,83,126,1,0,4,0,2,0,0,218,440,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,440,03_District_wise_crimes_committed_against_children_2013.csv::440,False,UNIQUE,PUNE COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,PUNE RLY.,2013,0,1,3,2,0,0,8,0,0,0,0,0,14,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,441,03_District_wise_crimes_committed_against_children_2013.csv::441,False,UNIQUE,PUNE RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,RAIGAD,2013,0,2,21,9,0,0,0,0,0,0,0,19,51,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,443,03_District_wise_crimes_committed_against_children_2013.csv::443,False,UNIQUE,RAIGAD,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,RATNAGIRI,2013,0,2,18,13,0,0,3,0,0,0,0,24,60,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,444,03_District_wise_crimes_committed_against_children_2013.csv::444,False,UNIQUE,RATNAGIRI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,SANGLI,2013,0,7,42,32,0,1,6,0,0,1,2,45,136,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,445,03_District_wise_crimes_committed_against_children_2013.csv::445,False,UNIQUE,SANGLI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,SATARA,2013,0,9,44,43,1,0,5,0,0,0,0,90,192,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,446,03_District_wise_crimes_committed_against_children_2013.csv::446,False,UNIQUE,SATARA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,SINDHUDURG,2013,0,0,4,5,0,1,1,0,0,0,0,13,24,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,447,03_District_wise_crimes_committed_against_children_2013.csv::447,False,UNIQUE,SINDHUDURG,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,SOLAPUR COMMR.,2013,0,4,19,17,0,0,1,4,0,0,0,0,45,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,448,03_District_wise_crimes_committed_against_children_2013.csv::448,False,UNIQUE,SOLAPUR COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,THANE COMMR.,2013,0,6,81,241,0,0,17,1,0,0,0,120,466,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,450,03_District_wise_crimes_committed_against_children_2013.csv::450,False,UNIQUE,THANE COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,WARDHA,2013,0,5,43,40,0,0,0,0,0,0,0,83,171,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,452,03_District_wise_crimes_committed_against_children_2013.csv::452,False,UNIQUE,WARDHA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,WASHIM,2013,0,3,18,11,0,1,1,0,0,0,0,56,90,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,453,03_District_wise_crimes_committed_against_children_2013.csv::453,False,UNIQUE,WASHIM,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,YAVATMAL,2013,0,5,44,56,0,0,7,0,0,0,0,68,180,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,454,03_District_wise_crimes_committed_against_children_2013.csv::454,False,UNIQUE,YAVATMAL,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,BISHNUPUR,2013,0,0,7,4,0,0,0,0,0,0,0,0,11,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,456,03_District_wise_crimes_committed_against_children_2013.csv::456,False,UNIQUE,BISHNUPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,CHANDEL,2013,0,0,0,1,0,0,0,0,0,0,0,0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,457,03_District_wise_crimes_committed_against_children_2013.csv::457,False,UNIQUE,CHANDEL,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,CHURACHANDPUR,2013,0,0,0,0,0,0,0,2,0,0,0,0,2,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,458,03_District_wise_crimes_committed_against_children_2013.csv::458,False,UNIQUE,CHURACHANDPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,CID,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,459,03_District_wise_crimes_committed_against_children_2013.csv::459,False,UNIQUE,CID,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,IMPHAL EAST,2013,0,0,4,22,0,0,0,0,0,0,0,0,26,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,460,03_District_wise_crimes_committed_against_children_2013.csv::460,False,UNIQUE,IMPHAL EAST,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,IMPHAL WEST,2013,0,3,16,20,0,0,0,5,0,0,0,0,44,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,461,03_District_wise_crimes_committed_against_children_2013.csv::461,False,UNIQUE,IMPHAL WEST,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,SENAPATI,2013,0,0,0,3,0,0,0,0,0,0,0,0,3,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,462,03_District_wise_crimes_committed_against_children_2013.csv::462,False,UNIQUE,SENAPATI,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,TAMENGLONG,2013,0,0,0,1,0,0,0,0,0,0,0,0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,463,03_District_wise_crimes_committed_against_children_2013.csv::463,False,UNIQUE,TAMENGLONG,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,THOUBAL,2013,0,0,13,5,0,0,0,15,0,0,0,2,35,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,464,03_District_wise_crimes_committed_against_children_2013.csv::464,False,UNIQUE,THOUBAL,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,UKHRUL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,465,03_District_wise_crimes_committed_against_children_2013.csv::465,False,UNIQUE,UKHRUL,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,GARO HILLS EAST,2013,0,4,4,0,0,0,0,0,0,0,0,0,8,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,467,03_District_wise_crimes_committed_against_children_2013.csv::467,False,UNIQUE,GARO HILLS EAST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,GARO HILLS NORTH,2013,0,1,0,2,0,0,0,0,0,0,0,3,6,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,468,03_District_wise_crimes_committed_against_children_2013.csv::468,False,UNIQUE,GARO HILLS NORTH,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,GARO HILLS SOUTH,2013,0,0,6,2,0,0,0,0,0,0,0,1,9,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,469,03_District_wise_crimes_committed_against_children_2013.csv::469,False,UNIQUE,GARO HILLS SOUTH,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,GARO HILLS SOUTH W.,2013,0,0,5,0,0,0,0,0,0,0,0,0,5,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,470,03_District_wise_crimes_committed_against_children_2013.csv::470,False,UNIQUE,GARO HILLS SOUTH W.,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,GARO HILLS WEST,2013,0,0,12,0,0,0,0,7,0,0,0,4,23,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,471,03_District_wise_crimes_committed_against_children_2013.csv::471,False,UNIQUE,GARO HILLS WEST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,JAINTIA HILLS EAST,2013,0,0,8,1,0,0,0,0,0,0,0,0,9,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,472,03_District_wise_crimes_committed_against_children_2013.csv::472,False,UNIQUE,JAINTIA HILLS EAST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,JAINTIA HILLS WEST,2013,0,0,13,2,0,0,0,0,0,0,0,0,15,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,473,03_District_wise_crimes_committed_against_children_2013.csv::473,False,UNIQUE,JAINTIA HILLS WEST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,KHASI HILLS EAST,2013,0,1,38,23,0,0,0,0,0,0,0,6,68,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,474,03_District_wise_crimes_committed_against_children_2013.csv::474,False,UNIQUE,KHASI HILLS EAST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,KHASI HILLS SOUTH W.,2013,0,2,5,0,0,0,0,0,0,0,0,0,7,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,475,03_District_wise_crimes_committed_against_children_2013.csv::475,False,UNIQUE,KHASI HILLS SOUTH W.,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,KHASI HILLS WEST,2013,1,0,9,4,0,0,0,0,0,0,0,5,19,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,476,03_District_wise_crimes_committed_against_children_2013.csv::476,False,UNIQUE,KHASI HILLS WEST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,RI-BHOI,2013,0,0,12,1,0,0,0,1,0,0,0,0,14,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,477,03_District_wise_crimes_committed_against_children_2013.csv::477,False,UNIQUE,RI-BHOI,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,AIZAWL,2013,0,0,22,0,0,0,0,0,0,0,0,11,33,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,479,03_District_wise_crimes_committed_against_children_2013.csv::479,False,UNIQUE,AIZAWL,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,CHAMPHAI,2013,0,0,8,1,0,0,0,0,0,0,0,0,9,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,480,03_District_wise_crimes_committed_against_children_2013.csv::480,False,UNIQUE,CHAMPHAI,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,KOLASIB,2013,0,1,3,1,0,0,0,0,0,0,0,0,5,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,481,03_District_wise_crimes_committed_against_children_2013.csv::481,False,UNIQUE,KOLASIB,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,LAWNGTLAI,2013,0,0,3,0,0,0,0,0,0,0,0,0,3,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,482,03_District_wise_crimes_committed_against_children_2013.csv::482,False,UNIQUE,LAWNGTLAI,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,LUNGLEI,2013,0,0,11,0,0,0,0,0,0,0,0,0,11,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,483,03_District_wise_crimes_committed_against_children_2013.csv::483,False,UNIQUE,LUNGLEI,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,MAMIT,2013,0,1,3,0,0,0,0,0,0,0,0,6,10,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,484,03_District_wise_crimes_committed_against_children_2013.csv::484,False,UNIQUE,MAMIT,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,SAIHA,2013,0,0,3,0,0,0,0,0,0,0,0,0,3,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,485,03_District_wise_crimes_committed_against_children_2013.csv::485,False,UNIQUE,SAIHA,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,SERCHHIP,2013,0,0,4,0,0,0,0,0,0,0,0,0,4,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,486,03_District_wise_crimes_committed_against_children_2013.csv::486,False,UNIQUE,SERCHHIP,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,SPL NARCOTIC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,487,03_District_wise_crimes_committed_against_children_2013.csv::487,False,UNIQUE,SPL NARCOTIC,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,TRAFFIC PS,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,488,03_District_wise_crimes_committed_against_children_2013.csv::488,False,UNIQUE,TRAFFIC PS,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,DIMAPUR,2013,0,0,2,4,0,0,0,0,0,0,0,1,7,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,490,03_District_wise_crimes_committed_against_children_2013.csv::490,False,UNIQUE,DIMAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,KIPHIRE,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,491,03_District_wise_crimes_committed_against_children_2013.csv::491,False,UNIQUE,KIPHIRE,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,KOHIMA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,492,03_District_wise_crimes_committed_against_children_2013.csv::492,False,UNIQUE,KOHIMA,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,LONGLENG,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,493,03_District_wise_crimes_committed_against_children_2013.csv::493,False,UNIQUE,LONGLENG,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,MOKOKCHUNG,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,494,03_District_wise_crimes_committed_against_children_2013.csv::494,False,UNIQUE,MOKOKCHUNG,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,MON,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,495,03_District_wise_crimes_committed_against_children_2013.csv::495,False,UNIQUE,MON,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,PEREN,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,496,03_District_wise_crimes_committed_against_children_2013.csv::496,False,UNIQUE,PEREN,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,PHEK,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,497,03_District_wise_crimes_committed_against_children_2013.csv::497,False,UNIQUE,PHEK,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,TUENSANG,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,498,03_District_wise_crimes_committed_against_children_2013.csv::498,False,UNIQUE,TUENSANG,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,WOKHA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,499,03_District_wise_crimes_committed_against_children_2013.csv::499,False,UNIQUE,WOKHA,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,ZUNHEBOTO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,500,03_District_wise_crimes_committed_against_children_2013.csv::500,False,UNIQUE,ZUNHEBOTO,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,ANGUL,2013,0,3,10,1,0,0,0,0,0,0,0,49,63,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,502,03_District_wise_crimes_committed_against_children_2013.csv::502,False,UNIQUE,ANGUL,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,BALASORE,2013,0,1,49,61,1,0,0,68,0,0,0,2,182,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,503,03_District_wise_crimes_committed_against_children_2013.csv::503,False,UNIQUE,BALASORE,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,BARAGARH,2013,0,1,32,27,0,0,0,0,0,0,0,0,60,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,504,03_District_wise_crimes_committed_against_children_2013.csv::504,False,UNIQUE,BARAGARH,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,BERHAMPUR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,505,03_District_wise_crimes_committed_against_children_2013.csv::505,False,UNIQUE,BERHAMPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,BHADRAK,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,506,03_District_wise_crimes_committed_against_children_2013.csv::506,False,UNIQUE,BHADRAK,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,BOLANGIR,2013,0,0,24,0,0,0,0,0,0,0,0,0,24,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,507,03_District_wise_crimes_committed_against_children_2013.csv::507,False,UNIQUE,BOLANGIR,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,BOUDH,2013,0,0,39,36,0,0,0,0,0,0,0,0,75,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,508,03_District_wise_crimes_committed_against_children_2013.csv::508,False,UNIQUE,BOUDH,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,CUTTACK,2013,0,0,9,0,0,0,0,8,0,0,0,0,17,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,509,03_District_wise_crimes_committed_against_children_2013.csv::509,False,UNIQUE,CUTTACK,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,DCP BBSR,2013,0,0,27,0,0,0,0,0,0,0,0,0,27,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,510,03_District_wise_crimes_committed_against_children_2013.csv::510,False,UNIQUE,DCP BBSR,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,DCP CTC,2013,0,0,0,0,0,0,0,0,0,0,0,26,26,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,511,03_District_wise_crimes_committed_against_children_2013.csv::511,False,UNIQUE,DCP CTC,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,DEOGARH,2013,0,2,5,10,0,0,0,0,0,0,0,0,17,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,512,03_District_wise_crimes_committed_against_children_2013.csv::512,False,UNIQUE,DEOGARH,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,DHENKANAL,2013,0,0,10,0,0,0,0,0,0,0,0,0,10,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,513,03_District_wise_crimes_committed_against_children_2013.csv::513,False,UNIQUE,DHENKANAL,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,GAJAPATI,2013,0,1,16,4,0,0,0,0,0,0,0,1,22,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,514,03_District_wise_crimes_committed_against_children_2013.csv::514,False,UNIQUE,GAJAPATI,DISTRICT_OR_REPORTING_UNIT,VALID
Odisha,GANJAM,2013,0,0,2,0,0,0,0,0,0,0,0,0,2,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv,515,03_District_wise_crimes_committed_against_children_2013.csv::515,False,UNIQUE,GANJAM,DISTRICT_OR_REPORTING_UNIT,VALID
