STATE,DISTRICT,YEAR,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against SCs,CRIME_GROUP,SOURCE_FILE,SOURCE_ROW_ID,SOURCE_RECORD_ID,DUPLICATE_KEY_FLAG,DATA_QUALITY_FLAG,UNIT_NAME,UNIT_TYPE,SOURCE_QUALITY_STATUS
Madhya Pradesh,RAISEN,2013,0,11,4,0,0,1,43,0,0,44,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,391,02_01_District_wise_crimes_committed_against_SC_2013.csv::391,False,UNIQUE,RAISEN,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,RAJGARH,2013,4,18,3,0,0,2,43,0,0,42,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,392,02_01_District_wise_crimes_committed_against_SC_2013.csv::392,False,UNIQUE,RAJGARH,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,RATLAM,2013,1,13,0,0,0,0,18,0,0,19,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,393,02_01_District_wise_crimes_committed_against_SC_2013.csv::393,False,UNIQUE,RATLAM,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,REWA,2013,2,9,0,0,0,0,8,0,0,33,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,394,02_01_District_wise_crimes_committed_against_SC_2013.csv::394,False,UNIQUE,REWA,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,SAGAR,2013,5,15,2,0,0,2,90,0,0,52,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,395,02_01_District_wise_crimes_committed_against_SC_2013.csv::395,False,UNIQUE,SAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,SATNA,2013,3,14,0,0,0,1,6,0,0,42,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,396,02_01_District_wise_crimes_committed_against_SC_2013.csv::396,False,UNIQUE,SATNA,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,SEONI,2013,1,3,2,0,0,1,8,0,0,12,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,397,02_01_District_wise_crimes_committed_against_SC_2013.csv::397,False,UNIQUE,SEONI,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,SHAHDOL,2013,1,8,1,0,0,0,2,0,0,11,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,398,02_01_District_wise_crimes_committed_against_SC_2013.csv::398,False,UNIQUE,SHAHDOL,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,SHAJAPUR,2013,1,7,1,0,0,0,21,0,1,15,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,399,02_01_District_wise_crimes_committed_against_SC_2013.csv::399,False,UNIQUE,SHAJAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,SHEOPUR,2013,0,3,0,0,0,0,22,0,0,13,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,400,02_01_District_wise_crimes_committed_against_SC_2013.csv::400,False,UNIQUE,SHEOPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,SHIVPURI,2013,3,15,3,0,0,5,9,0,0,60,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,401,02_01_District_wise_crimes_committed_against_SC_2013.csv::401,False,UNIQUE,SHIVPURI,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,SIDHI,2013,0,4,2,0,0,0,2,0,0,11,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,402,02_01_District_wise_crimes_committed_against_SC_2013.csv::402,False,UNIQUE,SIDHI,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,SIHORE,2013,1,15,0,0,0,1,31,0,0,21,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,403,02_01_District_wise_crimes_committed_against_SC_2013.csv::403,False,UNIQUE,SIHORE,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,SINGRAULI,2013,0,2,1,0,0,0,0,0,0,6,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,404,02_01_District_wise_crimes_committed_against_SC_2013.csv::404,False,UNIQUE,SINGRAULI,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,TIKAMGARH,2013,0,5,3,0,0,1,21,0,0,14,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,405,02_01_District_wise_crimes_committed_against_SC_2013.csv::405,False,UNIQUE,TIKAMGARH,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,UJJAIN,2013,2,11,4,0,0,1,0,0,0,105,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,406,02_01_District_wise_crimes_committed_against_SC_2013.csv::406,False,UNIQUE,UJJAIN,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,UMARIYA,2013,0,1,0,0,0,2,1,0,0,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,407,02_01_District_wise_crimes_committed_against_SC_2013.csv::407,False,UNIQUE,UMARIYA,DISTRICT_OR_REPORTING_UNIT,VALID
Madhya Pradesh,VIDISHA,2013,3,20,2,0,0,0,11,0,0,111,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,408,02_01_District_wise_crimes_committed_against_SC_2013.csv::408,False,UNIQUE,VIDISHA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,AHMEDNAGAR,2013,5,8,2,0,0,2,7,0,0,61,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,410,02_01_District_wise_crimes_committed_against_SC_2013.csv::410,False,UNIQUE,AHMEDNAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,AKOLA,2013,0,3,1,1,0,0,2,0,7,18,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,411,02_01_District_wise_crimes_committed_against_SC_2013.csv::411,False,UNIQUE,AKOLA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,AMRAVATI COMMR.,2013,0,1,0,0,0,0,0,0,5,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,412,02_01_District_wise_crimes_committed_against_SC_2013.csv::412,False,UNIQUE,AMRAVATI COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,AURANGABAD COMMR.,2013,0,3,1,1,0,0,1,0,1,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,414,02_01_District_wise_crimes_committed_against_SC_2013.csv::414,False,UNIQUE,AURANGABAD COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,BEED,2013,1,11,0,0,2,0,7,0,1,61,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,416,02_01_District_wise_crimes_committed_against_SC_2013.csv::416,False,UNIQUE,BEED,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,BHANDARA,2013,2,5,0,0,0,0,1,0,2,14,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,417,02_01_District_wise_crimes_committed_against_SC_2013.csv::417,False,UNIQUE,BHANDARA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,BULDHANA,2013,3,5,0,0,0,0,5,0,5,26,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,418,02_01_District_wise_crimes_committed_against_SC_2013.csv::418,False,UNIQUE,BULDHANA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,CHANDRAPUR,2013,0,7,0,0,1,0,0,0,0,11,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,419,02_01_District_wise_crimes_committed_against_SC_2013.csv::419,False,UNIQUE,CHANDRAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,DHULE,2013,3,2,1,2,3,0,1,0,3,17,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,420,02_01_District_wise_crimes_committed_against_SC_2013.csv::420,False,UNIQUE,DHULE,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,GADCHIROLI,2013,0,0,0,0,1,0,1,0,1,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,421,02_01_District_wise_crimes_committed_against_SC_2013.csv::421,False,UNIQUE,GADCHIROLI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,GONDIA,2013,1,5,1,0,0,0,2,1,10,13,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,422,02_01_District_wise_crimes_committed_against_SC_2013.csv::422,False,UNIQUE,GONDIA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,HINGOLI,2013,0,3,1,0,0,1,6,0,0,21,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,423,02_01_District_wise_crimes_committed_against_SC_2013.csv::423,False,UNIQUE,HINGOLI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,JALGAON,2013,0,4,2,1,1,0,7,0,13,30,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,424,02_01_District_wise_crimes_committed_against_SC_2013.csv::424,False,UNIQUE,JALGAON,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,JALNA,2013,5,3,3,1,0,0,22,0,0,43,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,425,02_01_District_wise_crimes_committed_against_SC_2013.csv::425,False,UNIQUE,JALNA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,KOLHAPUR,2013,1,3,1,2,3,0,10,0,16,17,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,426,02_01_District_wise_crimes_committed_against_SC_2013.csv::426,False,UNIQUE,KOLHAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,LATUR,2013,0,3,2,2,1,0,6,0,14,29,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,427,02_01_District_wise_crimes_committed_against_SC_2013.csv::427,False,UNIQUE,LATUR,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,MUMBAI COMMR.,2013,0,2,0,0,0,0,1,2,9,16,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,428,02_01_District_wise_crimes_committed_against_SC_2013.csv::428,False,UNIQUE,MUMBAI COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,MUMBAI RLY.,2013,0,0,0,0,0,0,0,0,1,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,429,02_01_District_wise_crimes_committed_against_SC_2013.csv::429,False,UNIQUE,MUMBAI RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NAGPUR COMMR.,2013,0,8,0,0,0,0,1,0,1,14,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,430,02_01_District_wise_crimes_committed_against_SC_2013.csv::430,False,UNIQUE,NAGPUR COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NAGPUR RLY.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,431,02_01_District_wise_crimes_committed_against_SC_2013.csv::431,False,UNIQUE,NAGPUR RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NANDED,2013,3,10,1,3,2,2,16,13,5,44,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,433,02_01_District_wise_crimes_committed_against_SC_2013.csv::433,False,UNIQUE,NANDED,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NANDURBAR,2013,0,1,1,0,0,0,1,0,4,7,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,434,02_01_District_wise_crimes_committed_against_SC_2013.csv::434,False,UNIQUE,NANDURBAR,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NASIK COMMR.,2013,2,1,0,0,0,0,0,0,1,5,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,435,02_01_District_wise_crimes_committed_against_SC_2013.csv::435,False,UNIQUE,NASIK COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,NAVI MUMBAI,2013,1,0,0,0,0,0,2,0,7,7,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,437,02_01_District_wise_crimes_committed_against_SC_2013.csv::437,False,UNIQUE,NAVI MUMBAI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,OSMANABAD,2013,1,3,1,0,0,0,4,0,3,23,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,438,02_01_District_wise_crimes_committed_against_SC_2013.csv::438,False,UNIQUE,OSMANABAD,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,PARBHANI,2013,4,2,4,3,3,1,25,1,23,31,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,439,02_01_District_wise_crimes_committed_against_SC_2013.csv::439,False,UNIQUE,PARBHANI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,PUNE COMMR.,2013,0,7,0,0,0,0,3,0,21,13,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,440,02_01_District_wise_crimes_committed_against_SC_2013.csv::440,False,UNIQUE,PUNE COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,PUNE RLY.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,441,02_01_District_wise_crimes_committed_against_SC_2013.csv::441,False,UNIQUE,PUNE RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,RAIGAD,2013,0,2,0,0,0,0,0,1,5,6,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,443,02_01_District_wise_crimes_committed_against_SC_2013.csv::443,False,UNIQUE,RAIGAD,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,RATNAGIRI,2013,0,0,0,0,0,0,0,0,7,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,444,02_01_District_wise_crimes_committed_against_SC_2013.csv::444,False,UNIQUE,RATNAGIRI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,SANGLI,2013,0,3,1,0,0,0,4,0,10,9,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,445,02_01_District_wise_crimes_committed_against_SC_2013.csv::445,False,UNIQUE,SANGLI,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,SATARA,2013,0,6,0,1,1,0,4,0,22,31,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,446,02_01_District_wise_crimes_committed_against_SC_2013.csv::446,False,UNIQUE,SATARA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,SINDHUDURG,2013,0,1,0,0,0,0,1,0,5,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,447,02_01_District_wise_crimes_committed_against_SC_2013.csv::447,False,UNIQUE,SINDHUDURG,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,SOLAPUR COMMR.,2013,0,3,0,1,1,0,0,0,3,7,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,448,02_01_District_wise_crimes_committed_against_SC_2013.csv::448,False,UNIQUE,SOLAPUR COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,THANE COMMR.,2013,0,5,0,1,1,0,1,0,16,14,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,450,02_01_District_wise_crimes_committed_against_SC_2013.csv::450,False,UNIQUE,THANE COMMR.,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,WARDHA,2013,0,4,4,0,0,0,1,0,4,6,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,452,02_01_District_wise_crimes_committed_against_SC_2013.csv::452,False,UNIQUE,WARDHA,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,WASHIM,2013,0,1,2,0,0,0,1,0,0,44,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,453,02_01_District_wise_crimes_committed_against_SC_2013.csv::453,False,UNIQUE,WASHIM,DISTRICT_OR_REPORTING_UNIT,VALID
Maharashtra,YAVATMAL,2013,1,11,2,2,1,0,4,0,10,58,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,454,02_01_District_wise_crimes_committed_against_SC_2013.csv::454,False,UNIQUE,YAVATMAL,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,BISHNUPUR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,456,02_01_District_wise_crimes_committed_against_SC_2013.csv::456,False,UNIQUE,BISHNUPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,CHANDEL,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,457,02_01_District_wise_crimes_committed_against_SC_2013.csv::457,False,UNIQUE,CHANDEL,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,CHURACHANDPUR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,458,02_01_District_wise_crimes_committed_against_SC_2013.csv::458,False,UNIQUE,CHURACHANDPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,CID,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,459,02_01_District_wise_crimes_committed_against_SC_2013.csv::459,False,UNIQUE,CID,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,IMPHAL EAST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,460,02_01_District_wise_crimes_committed_against_SC_2013.csv::460,False,UNIQUE,IMPHAL EAST,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,IMPHAL WEST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,461,02_01_District_wise_crimes_committed_against_SC_2013.csv::461,False,UNIQUE,IMPHAL WEST,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,SENAPATI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,462,02_01_District_wise_crimes_committed_against_SC_2013.csv::462,False,UNIQUE,SENAPATI,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,TAMENGLONG,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,463,02_01_District_wise_crimes_committed_against_SC_2013.csv::463,False,UNIQUE,TAMENGLONG,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,THOUBAL,2013,0,1,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,464,02_01_District_wise_crimes_committed_against_SC_2013.csv::464,False,UNIQUE,THOUBAL,DISTRICT_OR_REPORTING_UNIT,VALID
Manipur,UKHRUL,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,465,02_01_District_wise_crimes_committed_against_SC_2013.csv::465,False,UNIQUE,UKHRUL,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,GARO HILLS EAST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,467,02_01_District_wise_crimes_committed_against_SC_2013.csv::467,False,UNIQUE,GARO HILLS EAST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,GARO HILLS NORTH,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,468,02_01_District_wise_crimes_committed_against_SC_2013.csv::468,False,UNIQUE,GARO HILLS NORTH,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,GARO HILLS SOUTH,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,469,02_01_District_wise_crimes_committed_against_SC_2013.csv::469,False,UNIQUE,GARO HILLS SOUTH,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,GARO HILLS SOUTH W.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,470,02_01_District_wise_crimes_committed_against_SC_2013.csv::470,False,UNIQUE,GARO HILLS SOUTH W.,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,GARO HILLS WEST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,471,02_01_District_wise_crimes_committed_against_SC_2013.csv::471,False,UNIQUE,GARO HILLS WEST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,JAINTIA HILLS EAST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,472,02_01_District_wise_crimes_committed_against_SC_2013.csv::472,False,UNIQUE,JAINTIA HILLS EAST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,JAINTIA HILLS WEST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,473,02_01_District_wise_crimes_committed_against_SC_2013.csv::473,False,UNIQUE,JAINTIA HILLS WEST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,KHASI HILLS EAST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,474,02_01_District_wise_crimes_committed_against_SC_2013.csv::474,False,UNIQUE,KHASI HILLS EAST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,KHASI HILLS SOUTH W.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,475,02_01_District_wise_crimes_committed_against_SC_2013.csv::475,False,UNIQUE,KHASI HILLS SOUTH W.,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,KHASI HILLS WEST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,476,02_01_District_wise_crimes_committed_against_SC_2013.csv::476,False,UNIQUE,KHASI HILLS WEST,DISTRICT_OR_REPORTING_UNIT,VALID
Meghalaya,RI-BHOI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,477,02_01_District_wise_crimes_committed_against_SC_2013.csv::477,False,UNIQUE,RI-BHOI,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,AIZAWL,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,479,02_01_District_wise_crimes_committed_against_SC_2013.csv::479,False,UNIQUE,AIZAWL,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,CHAMPHAI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,480,02_01_District_wise_crimes_committed_against_SC_2013.csv::480,False,UNIQUE,CHAMPHAI,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,KOLASIB,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,481,02_01_District_wise_crimes_committed_against_SC_2013.csv::481,False,UNIQUE,KOLASIB,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,LAWNGTLAI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,482,02_01_District_wise_crimes_committed_against_SC_2013.csv::482,False,UNIQUE,LAWNGTLAI,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,LUNGLEI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,483,02_01_District_wise_crimes_committed_against_SC_2013.csv::483,False,UNIQUE,LUNGLEI,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,MAMIT,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,484,02_01_District_wise_crimes_committed_against_SC_2013.csv::484,False,UNIQUE,MAMIT,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,SAIHA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,485,02_01_District_wise_crimes_committed_against_SC_2013.csv::485,False,UNIQUE,SAIHA,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,SERCHHIP,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,486,02_01_District_wise_crimes_committed_against_SC_2013.csv::486,False,UNIQUE,SERCHHIP,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,SPL NARCOTIC,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,487,02_01_District_wise_crimes_committed_against_SC_2013.csv::487,False,UNIQUE,SPL NARCOTIC,DISTRICT_OR_REPORTING_UNIT,VALID
Mizoram,TRAFFIC PS,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,488,02_01_District_wise_crimes_committed_against_SC_2013.csv::488,False,UNIQUE,TRAFFIC PS,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,DIMAPUR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,490,02_01_District_wise_crimes_committed_against_SC_2013.csv::490,False,UNIQUE,DIMAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,KIPHIRE,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,491,02_01_District_wise_crimes_committed_against_SC_2013.csv::491,False,UNIQUE,KIPHIRE,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,KOHIMA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,492,02_01_District_wise_crimes_committed_against_SC_2013.csv::492,False,UNIQUE,KOHIMA,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,LONGLENG,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,493,02_01_District_wise_crimes_committed_against_SC_2013.csv::493,False,UNIQUE,LONGLENG,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,MOKOKCHUNG,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,494,02_01_District_wise_crimes_committed_against_SC_2013.csv::494,False,UNIQUE,MOKOKCHUNG,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,MON,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,495,02_01_District_wise_crimes_committed_against_SC_2013.csv::495,False,UNIQUE,MON,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,PEREN,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,496,02_01_District_wise_crimes_committed_against_SC_2013.csv::496,False,UNIQUE,PEREN,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,PHEK,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,497,02_01_District_wise_crimes_committed_against_SC_2013.csv::497,False,UNIQUE,PHEK,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,TUENSANG,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,498,02_01_District_wise_crimes_committed_against_SC_2013.csv::498,False,UNIQUE,TUENSANG,DISTRICT_OR_REPORTING_UNIT,VALID
Nagaland,WOKHA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv,499,02_01_District_wise_crimes_committed_against_SC_2013.csv::499,False,UNIQUE,WOKHA,DISTRICT_OR_REPORTING_UNIT,VALID
