column,structural_group,crime_family,is_aggregate,dtype,missing_count,missing_percentage,unique_values
IPC_RIOTS_OTHERS,IPC,RIOTS_PUBLIC_ORDER,False,float64,9127,92.6,222
IPC_FORGERY,IPC,CHEATING_FRAUD,False,float64,9127,92.6,84
IPC_COUNTERFEITING,IPC,CHEATING_FRAUD,False,float64,9127,92.6,27
IPC_COUNTERFEIT_OFFENCES_RELATED_TO_COUNTERFEIT_COIN,IPC,OTHER_CRIME,False,float64,9127,92.6,6
IPC_COUNTERFEITING_GOVERNMENT_STAMP,IPC,CHEATING_FRAUD,False,float64,9127,92.6,2
IPC_COUNTERFEIT_CURRENCY_BANK_NOTES,IPC,OTHER_CRIME,False,float64,9127,92.6,26
IPC_COUNTERFEITING_CURRENCY_NOTES_BANK_NOTES,IPC,CHEATING_FRAUD,False,float64,9127,92.6,16
IPC_USING_FORGED_OR_COUNTERFEITING_CURRENCY_BANK_NOTES,IPC,CHEATING_FRAUD,False,float64,9127,92.6,17
IPC_POSSESSION_OF_FORGED_OR_COUNTERFEITING_CURRENCY_BANK_NOTES,IPC,CHEATING_FRAUD,False,float64,9127,92.6,11
IPC_MAKING_OR_POSSESSING_MATERIALS_FOR_FORGED_CURRENCY_BANK_NOTES,IPC,OTHER_CRIME,False,float64,9127,92.6,4
IPC_MAKING_OR_USING_DOCUMENTS_RESEMBLING_CURRENCY,IPC,OTHER_CRIME,False,float64,9127,92.6,5
IPC_GRIEVOUS_HURT,IPC,HURT_ASSAULT,False,float64,9127,92.6,257
IPC_HURT,IPC,HURT_ASSAULT,False,float64,9127,92.6,261
IPC_ACID_ATTACK,IPC,OTHER_CRIME,False,float64,9127,92.6,8
IPC_ATTEMPT_TO_ACID_ATTACK,IPC,OTHER_CRIME,False,float64,9127,92.6,4
IPC_SEXUAL_HARASSMENT,IPC,RAPE_SEXUAL_OFFENCES,False,float64,9127,92.6,131
