STATE,DISTRICT,YEAR,"Protection of Civil Rights Act, 1955",POA_Murder,POA_Attempt to commit Murder,POA_Rape,POA_Attempt to commit Rape,POA_Assault on women with intent to outrage her Modesty,POA_Sexual Harassment,POA_Assault on women with intent to Disrobe,POA_Voyeurism,POA_Stalking,POA_Other Sexual Harassment,POA_Insult to the Modesty of women,POA_Kidnapping & Abduction_GrandTotal,POA_Kidnaping & Abduction_Total,POA_Kidnaping & Abduction in order to Murder,POA_Kidnapping for Ransom,POA_Kidnapping & Abduction of Women to compel her for marriage,POA_Other Kidnapping,POA_Dacoity,POA_Dacoity with Murder,POA_Other Dacoity,POA_Robbery,POA_Arson,POA_Grievous Hurt,POA_Hurt,POA_Acid attack,POA_Attempt to Acid Attack,POA_Riots,POA_Other IPC crimes,POA_SC / ST (Prevention of Atrocities) Act only,"Total of SC/ST (Prevention of Atrocities) Act ,1989",IPC_Murder,IPC_Attempt to commit Murder,IPC_Rape,IPC_Attempt to commit Rape,IPC_Assault on women with intent to outrage her Modesty,IPC_Sexual Harassment,IPC_Assault on women with intent to Disrobe,IPC_Voyeurism,IPC_Stalking,IPC_Other Sexual Harassment,IPC_Insult to the Modesty of women,IPC_Kidnapping & Abduction,IPC_Kidnaping & Abduction,IPC_Kidnaping & Abduction in order to Murder,IPC_Kidnapping for Ransom,IPC_Kidnapping & Abduction of Women to compel her for marriage,IPC_Other Kidnapping,IPC_Dacoity,IPC_Dacoity with Murder,IPC_Other Dacoity,IPC_Robbery,IPC_Arson,IPC_Grievous Hurt,IPC_Hurt,IPC_Acid attack,IPC_Attempt to Acid Attack,IPC_Riots,IPC_Other IPC crimes,Total IPC Crimes against SCs,"Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",Other SLL Crime against SCs,Total crimes against SCs,CRIME_GROUP,SOURCE_FILE
Tamil Nadu,Nilgiris,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Perambalur,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Pudukottai,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Ramnathapuram,2014,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,38,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Railway Chennai,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Railway Trichy,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Salem,2014,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Salem City,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,5,0,1,7,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Sivagangai,2014,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,9,48,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,72,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Thanjavur,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,58,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Theni,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Thirunelveli,2014,0,11,8,3,1,3,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,7,1,1,0,0,0,20,118,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Thirunelveli City,2014,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,31,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Thiruvallur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Thiruvannamalai,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Thiruvarur,2014,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Thoothugudi,2014,0,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Tiruppur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Tiruppur City,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Trichy,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Trichy City,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Vellore,2014,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Villupuram,2014,0,1,5,5,0,4,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,3,3,3,0,0,6,47,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Virudhunagar,2014,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,46,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Cyber Cell,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Other Units,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tamil Nadu,Total,2014,8,43,36,33,1,13,2,0,0,0,11,0,7,1,0,0,5,1,0,0,0,1,15,4,4,0,0,39,388,906,1486,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,3,30,47,0,5,1546,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Adilabad,2014,0,2,2,6,1,7,1,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,1,40,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Cyberabad,2014,0,1,1,18,0,9,7,2,0,0,0,5,3,1,0,0,1,1,0,0,0,1,0,25,25,0,0,0,57,91,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,227,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Hyderabad City,2014,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,143,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Karimnagar,2014,0,2,2,3,0,3,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,25,25,0,0,2,177,80,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Khammam,2014,0,0,0,6,0,6,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,7,7,0,0,1,36,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Mahaboob Nagar,2014,0,2,0,14,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,87,13,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Medak,2014,0,3,3,7,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,8,8,0,0,0,34,15,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Nalgonda,2014,0,2,6,14,2,20,3,3,0,5,9,7,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,109,29,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,0,0,214,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Nizamabad,2014,0,0,2,2,0,4,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,5,5,0,0,2,25,2,44,11,3,6,1,16,2,2,0,0,12,8,4,1,0,0,1,2,0,0,0,0,1,2,2,0,0,3,174,229,0,0,273,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Ranga Reddy,2014,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,50,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Secunderabad Railway,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Warangal,2014,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,12,12,0,0,0,16,9,41,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,43,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Warangal Urban,2014,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,27,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Telangana,Total,2014,0,15,16,87,3,65,13,5,0,8,39,16,11,3,0,0,3,5,0,0,0,2,1,132,132,0,0,6,622,451,1427,11,3,6,1,18,2,2,0,0,14,8,4,1,0,0,1,2,0,0,0,0,1,22,22,0,0,3,174,251,0,16,1694,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tripura,Dhalai,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,11,0,0,11,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tripura,Gomati,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tripura,G. R. P.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tripura,Kowai,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,7,0,0,0,0,12,0,0,12,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tripura,North,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,1,4,4,0,0,0,14,24,0,0,24,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tripura,Sipahijala,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tripura,South,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tripura,Unakoti,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tripura,West,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Tripura,Total,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,5,1,3,0,0,1,0,4,0,0,0,2,2,0,0,0,0,1,16,16,0,0,0,17,47,0,1,49,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Agra,2014,0,12,0,9,0,65,52,0,3,10,0,0,6,6,0,0,0,0,0,0,0,0,0,16,16,0,0,0,49,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Aligarh,2014,0,13,6,15,6,22,6,1,0,0,15,0,7,7,0,0,0,0,0,0,0,0,0,13,13,0,0,27,78,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Allahabad,2014,0,13,0,11,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,1,19,19,0,0,0,281,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Ambedkar Nagar,2014,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Amethi,2014,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Amroha,2014,0,2,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,56,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Auraiya,2014,0,1,0,2,0,17,10,5,0,2,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,72,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Azamgarh,2014,0,4,0,8,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,7,7,0,0,0,84,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Badaun,2014,0,1,7,5,2,9,9,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,1,3,3,0,0,0,32,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Baghpat,2014,0,4,0,3,0,5,0,0,0,5,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Bahraich,2014,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Ballia,2014,0,1,0,3,1,4,3,1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,6,6,0,0,18,26,26,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Balrampur,2014,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,1,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Banda,2014,0,2,3,13,0,14,0,0,0,0,14,0,9,2,0,0,7,0,0,0,0,0,1,5,5,0,0,8,57,68,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Barabanki,2014,0,4,2,7,0,11,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Bareilly,2014,0,6,4,5,8,32,32,0,0,0,0,0,11,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,34,99,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Basti,2014,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,42,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Bijnor,2014,0,1,0,10,1,8,8,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,34,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Bulandshahar,2014,0,9,3,8,2,5,2,1,0,0,2,0,9,3,0,0,0,6,0,0,0,0,0,2,2,0,0,3,83,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Chandoli,2014,0,1,0,7,0,6,4,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,0,0,1,10,66,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Chitrakoot,2014,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,74,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Deoria,2014,0,1,0,1,0,0,0,0,0,0,0,0,10,0,2,0,8,0,0,0,0,0,1,0,0,0,0,0,69,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Etah,2014,0,1,0,8,1,2,0,1,0,0,1,0,6,0,0,0,6,0,0,0,0,0,1,21,21,0,0,0,51,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
Uttar Pradesh,Etawah,2014,0,2,0,6,0,2,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,35,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,SC,02_01_District_wise_crimes_committed_against_SC_2014.csv
