STATE,DISTRICT,YEAR,Murder,Rape,Kidnapping Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against STs,CRIME_GROUP,SOURCE_FILE
Madhya Pradesh,UJJAIN,2013,1,1,0,0,0,0,0,0,0,6,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,UMARIYA,2013,3,1,2,0,0,0,6,0,0,8,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,VIDISHA,2013,1,2,0,0,0,0,1,0,0,21,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Madhya Pradesh,ZZ TOTAL,2013,42,329,46,0,0,5,204,0,0,670,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,AHMEDNAGAR,2013,1,7,2,0,0,2,0,0,0,14,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,AKOLA,2013,0,0,0,0,0,0,0,0,0,5,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,AMRAVATI COMMR.,2013,0,1,0,0,0,0,0,0,1,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,AMRAVATI RURAL,2013,0,4,0,0,0,0,3,0,3,4,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,AURANGABAD COMMR.,2013,0,1,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,AURANGABAD RURAL,2013,0,2,0,0,0,3,0,0,1,6,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,BEED,2013,0,5,0,0,0,0,2,0,0,12,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,BHANDARA,2013,0,2,0,0,0,0,0,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,BULDHANA,2013,0,3,0,0,1,0,0,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,CHANDRAPUR,2013,1,4,0,0,0,0,2,0,0,11,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,DHULE,2013,0,2,0,2,0,0,1,0,1,11,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,GADCHIROLI,2013,0,2,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,GONDIA,2013,0,4,0,0,0,0,0,0,2,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,HINGOLI,2013,0,0,0,0,0,0,0,0,0,6,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,JALGAON,2013,0,0,0,1,0,0,1,0,8,7,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,JALNA,2013,1,0,1,0,0,0,3,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,KOLHAPUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,LATUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,MUMBAI COMMR.,2013,0,1,0,0,0,0,1,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,MUMBAI RLY.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,NAGPUR COMMR.,2013,0,3,0,0,0,0,0,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,NAGPUR RLY.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,NAGPUR RURAL,2013,0,1,1,0,0,0,0,0,0,3,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,NANDED,2013,0,4,0,0,0,0,0,8,1,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,NANDURBAR,2013,1,4,0,0,1,0,1,0,3,4,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,NASIK COMMR.,2013,0,2,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,NASIK RURAL,2013,1,6,1,2,0,0,1,0,5,19,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,NAVI MUMBAI,2013,0,1,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,OSMANABAD,2013,0,1,0,0,0,0,0,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,PARBHANI,2013,0,1,0,0,0,0,0,0,0,3,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,PUNE COMMR.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,PUNE RLY.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,PUNE RURAL,2013,0,6,0,0,0,0,0,0,1,3,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,RAIGAD,2013,0,1,1,0,0,0,4,0,5,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,RATNAGIRI,2013,0,0,0,0,0,0,0,0,1,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,SANGLI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,SATARA,2013,0,1,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,SINDHUDURG,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,SOLAPUR COMMR.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,SOLAPUR RURAL,2013,0,4,1,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,THANE COMMR.,2013,0,2,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,THANE RURAL,2013,0,1,0,1,0,0,7,0,3,23,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,WARDHA,2013,1,3,0,0,0,0,0,0,3,3,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,WASHIM,2013,0,0,0,0,0,0,0,0,0,9,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,YAVATMAL,2013,1,12,2,0,0,0,3,0,7,39,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Maharashtra,ZZ TOTAL,2013,7,91,9,6,2,5,29,8,45,213,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Manipur,BISHNUPUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Manipur,CHANDEL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Manipur,CHURACHANDPUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Manipur,CID,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Manipur,IMPHAL EAST,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Manipur,IMPHAL WEST,2013,0,1,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Manipur,SENAPATI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Manipur,TAMENGLONG,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Manipur,THOUBAL,2013,0,1,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Manipur,UKHRUL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Manipur,ZZ TOTAL,2013,0,2,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,GARO HILLS EAST,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,GARO HILLS NORTH,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,GARO HILLS SOUTH,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,GARO HILLS SOUTH W.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,GARO HILLS WEST,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,JAINTIA HILLS EAST,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,JAINTIA HILLS WEST,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,KHASI HILLS EAST,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,KHASI HILLS SOUTH W.,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,KHASI HILLS WEST,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,RI-BHOI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Meghalaya,ZZ TOTAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Mizoram,AIZAWL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Mizoram,CHAMPHAI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Mizoram,KOLASIB,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Mizoram,LAWNGTLAI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Mizoram,LUNGLEI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Mizoram,MAMIT,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Mizoram,SAIHA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Mizoram,SERCHHIP,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Mizoram,SPL NARCOTIC,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Mizoram,TRAFFIC PS,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Mizoram,ZZ TOTAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,DIMAPUR,2013,10,6,0,0,0,0,2,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,KIPHIRE,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,KOHIMA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,LONGLENG,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,MOKOKCHUNG,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,MON,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,PEREN,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,PHEK,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,TUENSANG,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,WOKHA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,ZUNHEBOTO,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Nagaland,ZZ TOTAL,2013,10,6,0,0,0,0,2,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,ANGUL,2013,0,1,0,0,0,0,0,0,24,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,BALASORE,2013,0,5,1,0,0,1,25,0,43,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,BARAGARH,2013,0,1,1,0,0,0,19,0,30,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,BERHAMPUR,2013,0,0,0,0,0,0,0,0,3,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,BHADRAK,2013,0,0,0,0,0,0,0,0,4,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,BOLANGIR,2013,1,3,0,0,1,1,0,0,33,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,BOUDH,2013,0,0,0,0,0,0,3,0,8,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,CUTTACK,2013,0,0,1,0,0,0,3,0,5,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,DCP BBSR,2013,0,0,0,0,0,0,1,0,1,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,DCP CTC,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,DEOGARH,2013,0,0,0,0,0,0,0,0,5,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,DHENKANAL,2013,0,1,2,1,0,0,4,0,31,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,GAJAPATI,2013,0,0,0,0,0,0,5,0,8,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,GANJAM,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,JAGATSINGHPUR,2013,0,0,0,0,0,0,0,0,2,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,JAJPUR,2013,0,1,0,0,0,0,7,0,6,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,JHARSUGUDA,2013,0,2,0,0,0,0,13,0,15,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,KALAHANDI,2013,2,4,0,0,0,0,0,0,34,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,KANDHAMAL,2013,0,2,0,0,0,0,7,0,13,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,KENDRAPARA,2013,0,0,0,0,0,1,0,0,1,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,KEONJHAR,2013,0,6,0,0,0,0,23,0,29,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,KHURDA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,KORAPUT,2013,0,3,0,0,0,0,0,0,10,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,MALKANGIR,2013,0,0,0,0,0,0,0,0,2,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,MAYURBHANJ,2013,1,9,2,0,0,0,36,1,76,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,NAYAGARH,2013,0,0,0,0,0,0,5,0,5,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,NOWRANGPUR,2013,0,8,0,0,1,0,11,0,25,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,NUAPADA,2013,0,0,0,0,0,0,6,0,6,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,PURI,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,RAYAGADA,2013,0,3,1,0,0,0,6,0,21,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,ROURKELA,2013,0,1,0,0,0,0,0,0,11,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,SAMBALPUR,2013,0,3,0,0,0,2,11,0,28,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,SONEPUR,2013,0,2,0,0,0,0,2,0,12,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,SRP(CUTTACK),2013,0,0,0,0,1,0,0,0,1,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,SRP(ROURKELA),2013,0,0,0,0,0,0,0,0,2,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,SUNDARGARH,2013,0,3,0,0,0,0,9,0,19,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Odisha,ZZ TOTAL,2013,4,58,8,1,3,5,196,1,513,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,AMRITSAR RURAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,BARNALA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,BATALA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,BHATINDA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,CP AMRITSAR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,CP JALANDHAR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,CP LUDHIANA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,FARIDKOT,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,FATEHGARH SAHIB,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,FAZILKA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,FEROZPUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,G.R.P,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,GURDASPUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,HOSHIARPUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,JALANDHAR RURAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,KAPURTHALA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,KHANNA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,LUDHIANA RURAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,MANSA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,MOGA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,MUKTSAR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,PATHANKOT,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,PATIALA,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,ROPAR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,SANGRUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,SAS NGR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,SBS NAGAR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,TARN TARAN,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Punjab,ZZ TOTAL,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,AJMER,2013,0,1,0,0,0,0,0,0,0,18,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,ALWAR,2013,3,4,0,0,0,0,0,0,0,116,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,BANSWARA,2013,0,3,1,0,0,0,0,0,1,44,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,BARAN,2013,1,10,2,0,0,0,4,0,1,55,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,BARMER,2013,0,6,0,0,0,1,1,0,1,68,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,BHARATPUR,2013,0,0,0,0,0,0,0,0,0,29,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,BHILWARA,2013,0,2,0,0,0,0,0,0,1,54,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,BIKANER,2013,0,0,0,0,0,0,0,0,0,5,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,BUNDI,2013,1,4,0,0,0,0,2,0,3,39,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,CHITTORGARH,2013,1,7,0,0,0,0,0,0,1,45,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,CHURU,2013,0,0,0,0,0,0,5,0,0,5,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,DAUSA,2013,0,1,1,0,0,0,0,0,0,90,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,DHOLPUR,2013,0,1,0,0,0,0,6,0,0,8,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,DISCOM,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,DUNGARPUR,2013,0,1,0,0,0,0,0,0,0,15,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,G.R.P.AJMER,2013,0,1,0,0,0,0,0,0,1,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,G.R.P.JODHPUR,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,GANGANAGAR,2013,0,0,0,0,0,0,0,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,HANUMANGARH,2013,0,0,0,0,0,0,0,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JAIPUR EAST,2013,0,0,0,0,0,0,0,0,0,51,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JAIPUR NORTH,2013,0,1,0,0,0,0,1,0,0,12,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JAIPUR RURAL,2013,2,3,0,0,0,3,0,0,2,72,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JAIPUR SOUTH,2013,0,1,0,0,0,0,0,0,2,24,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JAIPUR WEST,2013,0,0,1,0,0,0,0,0,2,46,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JAISALMER,2013,0,1,0,0,0,0,0,0,0,29,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JALORE,2013,1,2,0,0,0,0,0,0,1,26,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JHALAWAR,2013,0,4,7,0,0,0,2,0,1,52,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JHUNJHUNU,2013,0,0,0,0,0,0,2,0,0,23,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JODHPUR EAST,2013,1,0,0,0,0,0,1,0,0,3,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JODHPUR RURAL,2013,0,0,0,0,0,0,23,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,JODHPUR WEST,2013,0,0,0,0,0,0,1,0,0,7,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,KARAULI,2013,0,2,0,0,0,0,0,0,0,59,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,KOTA CITY,2013,2,4,0,0,0,0,0,0,0,27,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,KOTA RURAL,2013,1,1,0,0,0,0,1,0,0,29,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,NAGAUR,2013,0,0,0,0,0,1,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,PALI,2013,1,0,1,0,0,0,1,0,0,40,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,PRATAPGARH,2013,0,5,2,0,0,0,25,0,0,20,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,RAJSAMAND,2013,1,1,1,0,0,0,2,0,0,16,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,SAWAI MADHOPUR,2013,1,1,0,0,0,0,0,0,1,46,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,SIKAR,2013,1,0,0,0,0,0,2,0,0,50,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,SIROHI,2013,2,2,2,0,0,0,6,0,2,29,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,TONK,2013,1,4,1,0,0,1,27,0,2,49,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,UDAIPUR,2013,1,10,3,0,0,0,8,0,2,67,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Rajasthan,ZZ TOTAL,2013,21,83,22,0,0,6,120,0,24,1375,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Sikkim,EAST,2013,0,0,0,0,0,2,3,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Sikkim,NORTH,2013,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Sikkim,SOUTH,2013,0,0,0,0,0,4,2,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Sikkim,WEST,2013,0,0,0,0,0,2,4,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
Sikkim,ZZ TOTAL,2013,0,0,0,0,0,8,9,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2013.csv
