STATE,DISTRICT,YEAR,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against SCs,CRIME_GROUP,SOURCE_FILE
Andhra Pradesh,ADILABAD,2013,2,3,0,0,0,0,8,0,15,42,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,ANANTAPUR,2013,2,4,0,0,0,0,37,0,18,56,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,CHITTOOR,2013,2,3,0,0,0,1,27,0,9,55,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,CUDDAPAH,2013,2,2,0,0,0,0,78,0,22,72,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,CYBERABAD,2013,2,8,0,0,0,0,15,1,61,58,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,EAST GODAVARI,2013,3,9,0,0,0,1,26,2,28,112,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,GUNTAKAL RLY.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,GUNTUR,2013,4,4,3,0,0,0,44,0,14,75,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,GUNTUR URBAN,2013,2,3,0,0,0,0,9,0,10,30,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,HYDERABAD CITY,2013,1,3,0,0,0,0,0,0,110,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,KARIMNAGAR,2013,4,9,0,0,0,1,23,1,70,113,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,KHAMMAM,2013,0,5,0,0,0,0,4,0,4,34,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,KRISHNA,2013,2,1,0,0,0,0,21,0,8,45,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,KURNOOL,2013,4,2,0,3,0,0,51,0,45,129,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,MAHABOOBNAGAR,2013,5,9,0,0,0,0,39,0,15,91,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,MEDAK,2013,1,5,0,0,0,0,6,0,13,41,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,NALGONDA,2013,4,4,0,0,0,0,25,1,38,135,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,NELLORE,2013,2,3,0,0,0,1,34,0,34,89,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,NIZAMABAD,2013,1,1,0,0,1,0,7,0,10,52,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,PRAKASHAM,2013,3,1,2,0,0,0,60,0,15,76,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,RAJAHMUNDRY,2013,0,0,1,0,0,0,12,0,4,37,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,RANGA REDDY,2013,3,4,0,0,0,0,8,0,8,30,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,SECUNDERABAD RLY.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,SRIKAKULAM,2013,0,2,2,0,0,1,33,0,38,25,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,TIRUPATHI URBAN,2013,1,0,1,0,0,0,6,1,9,50,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,VIJAYAWADA CITY,2013,2,0,0,0,0,0,5,0,8,39,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,VIJAYAWADA RLY.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,VISAKHA RURAL,2013,0,2,0,0,0,0,20,0,11,26,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,VISAKHAPATNAM,2013,0,4,1,0,0,0,16,0,11,27,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,VIZIANAGARAM,2013,0,9,0,0,0,0,7,0,25,62,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,WARANGAL,2013,0,1,0,0,0,0,16,0,10,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,WARANGAL URBAN,2013,0,2,0,0,0,0,1,0,14,21,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,WEST GODAVARI,2013,1,11,4,0,0,0,21,0,18,96,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Andhra Pradesh,TOTAL,2013,53,114,14,3,1,5,659,6,695,1720,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,ANJAW,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,CHANGLANG,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,DIBANG VALLEY,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,K/KUMEY,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,KAMENG EAST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,KAMENG WEST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,LOHIT,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,LONGDING,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,PAPUM PARE,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,RURAL,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,SIANG EAST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,SIANG UPPER,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,SIANG WEST,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,SUBANSIRI LOWER,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,SUBANSIRI UPPER,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,TAWANG,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,TIRAP,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,UPPER DIBANG VALLEY,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Arunachal Pradesh,TOTAL,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,BAKSA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,BARPETA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,BIEO,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,BONGAIGAON,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,C.I.D.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,CACHAR,2013,0,0,0,0,0,0,0,0,1,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,CHIRANG,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,DARRANG,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,DHEMAJI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,DHUBRI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,DIBRUGARH,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,GOALPARA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,GOLAGHAT,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,GUWAHATI CITY,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,HAILAKANDI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,HAMREN,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,JORHAT,2013,0,0,0,0,0,0,0,0,2,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,KAMRUP,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,KARBI ANGLONG,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,KARIMGANJ,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,KOKRAJHAR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,LAKHIMPUR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,MORIGAON,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,N.C.HILLS,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,NAGAON,2013,0,0,0,0,0,0,0,0,1,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,NALBARI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,R.P.O.,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,SIBSAGAR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,SONITPUR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,STF,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,TINSUKIA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,UDALGURI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Assam,TOTAL,2013,0,0,0,0,0,0,0,0,4,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,ARARIA,2013,0,0,0,0,0,2,1,0,70,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,ARWAL,2013,1,0,0,0,0,0,0,0,29,29,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,AURANGABAD,2013,2,3,0,0,0,5,2,0,173,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,BAGAHA,2013,0,1,0,0,0,3,0,0,105,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,BANKA,2013,2,1,0,0,0,0,0,0,106,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,BEGUSARAI,2013,0,0,0,0,0,0,2,0,311,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,BETTIAH,2013,0,1,0,0,0,3,11,0,138,30,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,BHABHUA,2013,2,1,0,0,0,1,26,0,51,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,BHAGALPUR,2013,1,4,0,0,0,1,4,0,132,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,BHOJPUR,2013,3,3,0,0,0,0,20,0,163,19,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,BUXAR,2013,1,1,0,0,1,1,7,0,85,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,DARBHANGA,2013,1,1,4,0,0,3,1,0,134,138,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,GAYA,2013,0,0,0,0,0,0,0,0,372,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,GOPALGANJ,2013,0,0,0,0,0,0,0,0,143,26,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,JAMALPUR RLY.,2013,0,0,0,0,0,0,0,0,1,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,JAMUI,2013,0,0,0,0,0,0,0,0,130,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,JEHANABAD,2013,2,0,2,0,0,3,4,0,98,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,KATIHAR,2013,0,0,0,0,0,1,1,0,58,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,KATIHAR RLY.,2013,0,0,0,0,0,0,0,0,5,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,KHAGARIA,2013,1,1,0,0,0,4,2,0,150,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,KISHANGANJ,2013,1,3,0,0,0,0,23,0,31,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,LAKHISARAI,2013,0,2,0,0,0,0,1,0,49,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,MADHEPURA,2013,2,9,0,0,0,3,0,0,111,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,MADHUBANI,2013,2,5,0,0,0,1,2,0,156,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,MOTIHARI,2013,2,0,0,0,0,2,28,0,312,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,MUNGER,2013,0,1,0,0,0,0,0,0,56,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,MUZAFFARPUR,2013,0,0,0,0,0,0,0,0,352,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,MUZAFFARPUR RLY.,2013,0,1,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,NALANDA,2013,3,3,0,0,0,0,4,0,195,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,NAUGACHIA,2013,0,3,0,0,0,0,0,0,44,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,NAWADAH,2013,1,3,0,0,0,6,13,0,124,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,PATNA,2013,5,6,0,0,0,1,6,0,357,339,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,PATNA RLY.,2013,0,0,0,0,0,0,0,0,4,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,PURNEA,2013,0,0,0,0,0,0,106,0,106,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,ROHTAS,2013,0,4,0,0,0,1,0,0,183,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,SAHARSA,2013,0,0,0,0,0,1,2,0,195,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,SAMASTIPUR,2013,0,2,2,0,0,0,0,0,200,7,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,SARAN,2013,12,1,0,0,0,6,8,0,170,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,SHEIKHPURA,2013,1,1,1,0,0,0,1,0,68,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,SHEOHAR,2013,0,0,0,0,0,0,0,0,13,19,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,SITAMARHI,2013,1,3,0,0,0,0,0,0,130,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,SIWAN,2013,1,3,0,0,0,0,0,0,131,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,SUPAUL,2013,2,0,0,0,0,0,3,0,63,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,VAISHALI,2013,1,1,0,0,0,3,11,0,80,60,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Bihar,TOTAL,2013,50,68,9,0,1,51,289,0,5584,669,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,BALOD,2013,0,0,0,0,0,0,0,0,1,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,BALODA BAZAR,2013,1,2,1,0,0,0,3,0,0,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,BALRAMPUR,2013,0,1,0,0,0,0,1,0,0,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,BEMETARA,2013,0,1,0,0,0,0,0,0,0,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,BILASPUR,2013,1,5,0,0,0,1,3,0,0,19,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,BIZAPUR,2013,0,0,0,0,0,0,0,0,0,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,DANTEWARA,2013,0,1,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,DHAMTARI,2013,0,0,0,0,0,0,0,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,DURG,2013,0,3,0,0,0,0,1,0,0,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,GARIYABAND,2013,1,2,0,0,0,0,0,0,0,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,GRP RAIPUR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,JAGDALPUR,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,JANJGIR,2013,1,7,1,0,0,0,27,0,0,25,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,JASHPUR,2013,0,0,0,0,0,0,1,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,KABIRDHAM,2013,0,1,1,0,0,0,2,0,0,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,KANKER,2013,0,3,0,0,0,0,0,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,KONDAGAON,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,KORBA,2013,1,6,0,0,0,0,3,0,0,11,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,KORIYA,2013,1,5,0,0,0,0,4,0,0,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,MAHASAMUND,2013,0,2,0,0,0,0,0,0,0,5,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,MUNGELI,2013,0,2,1,0,0,0,0,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,NARAYANPUR,2013,0,0,0,0,0,0,0,0,0,1,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,RAIGARH,2013,0,4,2,0,0,0,1,0,0,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,RAIPUR,2013,0,3,0,0,1,0,0,0,0,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,RAJNANDGAON,2013,0,2,0,0,0,0,0,0,1,5,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,SARGUJA,2013,0,2,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,SUKMA,2013,0,0,0,0,0,0,1,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,SURAJPUR,2013,0,3,1,0,0,0,2,0,0,4,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Chhattisgarh,TOTAL,2013,6,55,7,0,1,1,49,0,2,121,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Goa,NORTH GOA,2013,0,0,0,0,0,0,0,1,2,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Goa,SOUTH GOA,2013,0,0,0,0,0,0,0,0,1,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Goa,TOTAL,2013,0,0,0,0,0,0,0,1,3,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,AHMEDABAD COMMR.,2013,3,11,14,2,2,0,11,0,23,22,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,AHMEDABAD RURAL,2013,1,2,1,1,0,0,29,0,43,30,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,AHWA-DANG,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,AMRELI,2013,1,1,0,0,0,0,3,0,2,19,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,ANAND,2013,1,1,2,0,0,3,3,0,21,18,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,BHARUCH,2013,0,0,1,0,0,0,1,0,11,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,BHAVNAGAR,2013,0,3,4,1,3,1,8,0,15,51,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,CID CRIME,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,DAHOD,2013,0,1,0,0,0,0,0,0,2,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,GANDHINAGAR,2013,0,4,4,0,1,0,22,0,0,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,HIMATNAGAR,2013,0,2,1,0,0,1,2,0,0,20,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,JAMNAGAR,2013,1,5,1,1,0,0,12,0,4,17,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,JUNAGADH,2013,3,3,0,0,2,1,15,0,8,74,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,KHEDA NORTH,2013,1,1,2,0,0,1,3,0,14,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,KUTCH (EAST(G)),2013,5,6,3,1,0,0,6,0,3,43,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,KUTCH (WEST-BHUJ),2013,0,2,0,0,1,0,5,0,2,18,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,MEHSANA,2013,2,7,1,2,0,1,46,0,0,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,NARMADA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,NAVSARI,2013,0,0,0,0,0,0,0,0,0,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,PALANPUR,2013,1,3,1,0,1,1,23,0,25,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,PANCHMAHAL,2013,4,2,0,0,1,0,17,0,7,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,PATAN,2013,0,3,0,0,1,1,8,0,0,61,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,PORBANDAR,2013,1,0,0,0,0,0,1,0,4,5,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,RAJKOT COMMR.,2013,1,4,0,0,1,0,2,0,0,10,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,RAJKOT RURAL,2013,2,7,0,0,1,0,37,0,0,17,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,SURAT COMMR.,2013,0,1,0,0,0,0,1,0,12,3,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,SURAT RURAL,2013,1,1,0,0,0,0,2,0,1,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,SURENDRANAGAR,2013,1,4,2,1,2,0,10,0,5,48,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,TAPI,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,VADODARA COMMR.,2013,0,1,1,0,0,0,3,0,3,23,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,VADODARA RURAL,2013,0,0,0,0,0,0,3,0,6,6,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,VALSAD,2013,0,0,0,0,0,0,0,0,0,2,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,W.RLY AHMEDABAD,2013,0,0,0,0,0,0,0,0,1,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,W.RLY VADODARA,2013,0,0,0,0,0,0,0,0,0,0,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Gujarat,TOTAL,2013,29,75,38,9,16,10,273,0,212,528,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Haryana,AMBALA RURAL,2013,0,0,0,0,0,0,0,0,0,5,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Haryana,AMBALA URBAN,2013,1,10,1,0,0,0,0,0,1,8,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Haryana,BHIWANI,2013,3,14,4,0,0,0,1,0,1,21,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
Haryana,FARIDABAD,2013,0,5,3,0,0,0,0,0,1,22,SC,02_01_District_wise_crimes_committed_against_SC_2013.csv
