STATE,DISTRICT,YEAR,Infanticid,Other murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total,CRIME_GROUP,SOURCE_FILE
Andhra Pradesh,ADILABAD,2013,0,1,21,9,0,0,0,0,0,0,1,1,33,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,ANANTAPUR,2013,0,1,15,68,0,3,0,0,0,0,0,0,87,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,CHITTOOR,2013,0,6,1,0,0,0,0,0,0,0,0,0,7,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,CUDDAPAH,2013,2,0,14,32,0,0,0,0,0,0,1,0,49,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,CYBERABAD,2013,1,8,45,69,2,0,2,9,0,0,1,19,156,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,EAST GODAVARI,2013,0,0,4,1,0,0,0,0,0,0,0,20,25,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,GUNTAKAL RLY.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,GUNTUR,2013,1,9,21,46,0,0,7,0,0,0,0,0,84,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,GUNTUR URBAN,2013,0,0,23,24,0,0,3,0,0,0,0,0,50,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,HYDERABAD CITY,2013,0,2,21,16,0,1,0,1,0,0,0,11,52,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,KARIMNAGAR,2013,1,3,33,84,0,0,0,0,0,0,1,4,126,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,KHAMMAM,2013,1,4,46,83,1,0,0,0,0,0,2,89,226,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,KRISHNA,2013,0,2,49,35,0,3,0,0,0,0,0,81,170,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,KURNOOL,2013,1,0,15,50,0,0,6,0,0,0,0,27,99,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,MAHABOOBNAGAR,2013,0,12,70,35,0,0,2,6,0,0,0,0,125,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,MEDAK,2013,0,1,35,11,0,0,2,17,0,0,0,0,66,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,NALGONDA,2013,0,1,53,70,2,0,1,0,0,0,3,0,130,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,NELLORE,2013,0,4,13,61,0,1,3,0,0,0,0,55,137,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,NIZAMABAD,2013,0,6,24,9,2,0,5,6,0,0,2,11,65,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,PRAKASHAM,2013,0,3,35,36,0,0,1,1,0,1,0,57,134,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,RAJAHMUNDRY,2013,0,0,10,2,0,0,1,0,0,0,0,9,22,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,RANGA REDDY,2013,0,5,21,13,0,0,0,0,0,0,1,6,46,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,SECUNDERABAD RLY.,2013,0,1,0,2,0,0,0,0,0,0,0,0,3,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,SRIKAKULAM,2013,0,2,18,15,0,2,0,0,0,0,1,32,70,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,TIRUPATHI URBAN,2013,0,1,2,8,0,0,0,0,0,0,0,0,11,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,VIJAYAWADA CITY,2013,0,1,28,38,0,0,6,0,0,0,1,111,185,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,VIJAYAWADA RLY.,2013,0,0,0,1,0,0,4,0,0,0,0,1,6,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,VISAKHA RURAL,2013,0,1,9,12,0,0,0,0,0,0,0,2,24,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,VISAKHAPATNAM,2013,0,2,33,54,0,0,0,0,0,0,0,3,92,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,VIZIANAGARAM,2013,0,0,13,10,0,0,0,0,0,0,0,17,40,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,WARANGAL,2013,0,3,33,45,0,4,0,0,0,0,1,1,87,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,WARANGAL URBAN,2013,0,0,24,27,0,0,0,0,0,0,0,2,53,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,WEST GODAVARI,2013,0,8,41,48,0,0,0,0,0,1,1,17,116,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Andhra Pradesh,TOTAL,2013,7,87,770,1014,7,14,43,40,0,2,16,576,2576,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,ANJAW,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,CHANGLANG,2013,0,0,4,5,0,0,0,0,0,0,0,0,9,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,DIBANG VALLEY,2013,0,0,0,1,0,0,0,0,0,0,0,2,3,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,K/KUMEY,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,KAMENG EAST,2013,0,0,1,7,0,0,0,0,0,0,0,0,8,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,KAMENG WEST,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,LOHIT,2013,0,0,7,14,0,0,0,0,0,0,0,0,21,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,LONGDING,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,PAPUM PARE,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,RURAL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,SIANG EAST,2013,0,0,8,5,0,0,0,0,0,0,0,2,15,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,SIANG UPPER,2013,0,0,0,1,0,0,0,0,0,0,0,0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,SIANG WEST,2013,0,0,5,4,0,0,0,0,0,0,0,1,10,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,SUBANSIRI LOWER,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,SUBANSIRI UPPER,2013,0,0,9,1,0,0,0,0,0,0,0,1,11,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,TAWANG,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,TIRAP,2013,0,0,0,2,0,0,0,0,0,0,0,1,3,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,UPPER DIBANG VALLEY,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Arunachal Pradesh,TOTAL,2013,0,0,35,40,0,0,0,0,0,0,0,7,82,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,BAKSA,2013,0,0,1,4,0,0,0,0,0,0,0,0,5,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,BARPETA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,BIEO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,BONGAIGAON,2013,0,0,3,0,0,0,0,0,0,0,0,0,3,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,C.I.D.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,CACHAR,2013,0,0,3,5,0,0,0,0,0,0,0,0,8,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,CHIRANG,2013,0,1,10,10,0,0,0,0,0,0,0,0,21,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,DARRANG,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,DHEMAJI,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,DHUBRI,2013,0,1,138,7,0,0,0,127,0,0,1,7,281,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,DIBRUGARH,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,GOALPARA,2013,0,0,26,2,0,0,0,0,0,0,0,0,28,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,GOLAGHAT,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,GUWAHATI CITY,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,HAILAKANDI,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,HAMREN,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,JORHAT,2013,0,7,8,0,0,0,0,0,0,0,0,0,15,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,KAMRUP,2013,0,0,2,0,0,0,0,0,0,0,0,1,3,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,KARBI ANGLONG,2013,0,0,4,0,0,0,0,0,0,0,0,0,4,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,KARIMGANJ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,KOKRAJHAR,2013,0,0,1,7,0,0,0,0,0,0,0,0,8,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,LAKHIMPUR,2013,0,0,5,0,0,0,0,0,0,0,0,0,5,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,MORIGAON,2013,0,2,6,10,0,0,0,0,0,0,0,8,26,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,N.C.HILLS,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,NAGAON,2013,0,0,7,0,0,0,0,0,0,0,0,0,7,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,NALBARI,2013,0,0,6,29,0,0,0,0,0,0,0,1,36,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,R.P.O.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,SIBSAGAR,2013,0,0,2,4,0,0,0,2,0,0,0,23,31,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,SONITPUR,2013,0,2,4,2,0,0,0,0,0,0,0,24,32,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,STF,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,TINSUKIA,2013,0,1,4,0,0,0,0,0,0,0,0,0,5,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,UDALGURI,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Assam,TOTAL,2013,0,14,230,80,0,0,0,129,0,0,1,64,518,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,ARARIA,2013,0,0,1,25,0,0,0,0,0,0,0,0,26,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,ARWAL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,AURANGABAD,2013,0,3,6,0,0,0,0,0,0,0,0,0,9,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,BAGAHA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,BANKA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,BEGUSARAI,2013,0,4,1,0,0,0,0,0,0,0,0,0,5,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,BETTIAH,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,BHABHUA,2013,0,0,0,48,0,0,0,0,0,0,0,0,48,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,BHAGALPUR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,BHOJPUR,2013,0,3,1,50,0,0,0,3,0,0,0,0,57,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,BUXAR,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,DARBHANGA,2013,0,1,2,4,1,0,1,25,0,2,0,1,37,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,GAYA,2013,0,9,21,91,0,0,0,0,0,0,0,3,124,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,GOPALGANJ,2013,0,4,2,41,0,0,0,0,0,0,0,0,47,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,JAMALPUR RLY.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,JAMUI,2013,0,2,1,1,0,0,0,12,0,0,1,0,17,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,JEHANABAD,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,KATIHAR,2013,0,7,5,13,0,0,0,0,0,0,0,0,25,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,KATIHAR RLY.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,KHAGARIA,2013,0,1,1,26,0,0,0,0,0,0,0,0,28,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,KISHANGANJ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,LAKHISARAI,2013,0,9,1,30,0,0,0,0,0,0,0,0,40,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,MADHEPURA,2013,0,0,0,20,0,0,0,42,0,0,0,0,62,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,MADHUBANI,2013,0,1,0,12,0,0,0,0,0,0,0,0,13,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,MOTIHARI,2013,0,1,1,128,0,0,0,1,0,1,0,0,132,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,MUNGER,2013,0,1,1,11,0,0,0,0,0,0,0,0,13,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,MUZAFFARPUR,2013,0,6,6,226,0,0,0,0,0,0,0,0,238,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,MUZAFFARPUR RLY.,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,NALANDA,2013,0,1,1,1,0,0,0,23,0,0,0,0,26,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,NAUGACHIA,2013,0,0,0,0,0,0,0,0,0,0,0,2,2,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,NAWADAH,2013,0,7,0,39,0,0,0,0,0,0,0,0,46,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,PATNA,2013,0,10,0,0,0,0,0,15,0,0,0,0,25,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,PATNA RLY.,2013,0,0,0,6,0,0,0,0,0,0,0,6,12,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,PURNEA,2013,0,3,2,35,0,0,0,0,0,0,0,0,40,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,ROHTAS,2013,0,8,4,110,0,0,0,4,0,0,0,0,126,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,SAHARSA,2013,0,4,5,15,0,0,0,38,0,0,0,0,62,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,SAMASTIPUR,2013,0,1,3,24,0,0,0,8,0,0,0,2,38,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,SARAN,2013,0,1,0,107,0,0,0,0,0,0,0,0,108,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,SHEIKHPURA,2013,0,0,8,36,0,0,0,0,0,0,0,0,44,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,SHEOHAR,2013,0,0,0,0,0,0,0,22,0,0,0,0,22,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,SITAMARHI,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,SIWAN,2013,0,1,1,5,0,0,0,0,0,0,0,0,7,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
Bihar,SUPAUL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN,03_District_wise_crimes_committed_against_children_2013.csv
